id,REFLEC1,REFLEC2,REFLEC3,REFLEC4,REFLEC5,REFLEC6,REFLEC7,PCA1,PCA2,PCA3,NDVI1,NDVI2,NDVI3,NDVI4,ELEV1,PEND1,ILUM1,TOPOIND1,ROUGH1,TRI1,COFS1,TMPMAN1,TMPMAX1,TMPMIN1,TVARDAY1,PRECIPAN1,PRECIPWET1,PRECIPDRY1,PRECIPVAR1,MARTONNE1,LAT2,LON1,DOSEL1,VVR1,VHR1,VHVVR1,VVD1,VHD1,VHVVD1,MNDWI1,NDTI1,Target
id_ixf8r82jke,112.0,140.0,494.0,294.0,3395.0,1607.0,677.0,15454.87891,997.4786987304688,1497.6488037109375,0.7643992900848389,0.8417761921882629,0.8973274230957031,0.0404211468994617,664.0,20.78414535522461,120.0,1.5,35.0,10.0,32.0,22.08312988,30.84637260437012,10.06482219696045,14.341510772705078,1323.774902,343.4526062011719,1.0,123.6170425415039,41.26110458374024,21.426368713378903,-105.0565033,13.0,0.22394933,0.05374545,0.23988222,0.16749996,0.04350666,0.25958633,-0.5297477,0.40718037,95
id_mem3rfstht,177.0,228.0,501.0,419.0,3091.0,2161.0,1056.0,15806.58887,1060.7227783203125,883.3887329101562,0.4609646201133728,0.7093929648399353,0.9070773124694824,0.170939103,211.0,22.899707794189453,235.0,-0.625,27.0,9.125,27.0,24.731523513793945,32.96420669555664,13.715733528137209,12.94104290008545,1500.672363,397.8401184082031,1.0,126.8334732055664,43.20753098,21.32440185546875,-105.0841141,10.0,0.23177087,0.060743283,0.2619703,0.19682871,0.069645636,0.35365912,-0.62359124,0.3434877,95
id_0utdzn1thf,295.0,362.0,657.0,739.0,2967.0,1926.0,1307.0,16022.07813,709.3970947265625,741.1660156,0.4945906698703766,0.6003708839416504,0.734120786,0.081557572,985.0,0.9280362129211426,181.0,-0.125,3.0,0.625,22.0,22.149105072021484,34.782676696777344,8.394547462463379,17.080358505249023,1011.613525390625,292.7471923828125,2.0,122.40961456298828,31.46645164489746,21.04559326171875,-104.5398026,8.0,0.14853986,0.03498538,0.2353701,0.102699816,0.024116067,0.23459251,-0.49128917,0.19146304,96
id_nqoxhjkqnr,209.0,214.0,444.0,334.0,2361.0,1703.0,801.0,15179.83984,436.9914855957031,695.8759155273438,0.5120190978050232,0.7409853935241699,0.9043572545051576,0.1421533823013305,159.0,3.707287073135376,182.0,-3.0,4.0,2.625,27.0,24.329559326171875,32.126033782958984,12.99439811706543,13.272663116455078,983.5381469726562,272.60137939453125,1.0,119.39009857177734,28.64992904663086,20.238021850585938,-105.4459,11.0,0.19204052,0.053561747,0.2787634,0.21160212,0.059512913,0.28111628,-0.5863996,0.36022362,98
id_q4wmgn36l1,215.0,277.0,508.0,604.0,2180.0,2295.0,1300.0,15687.73047,595.8689575195312,49.38718795776367,0.500924826,0.5708802938461304,0.6617639064788818,0.075518869,1696.0,5.235603332519531,109.0,1.25,11.0,2.75,37.0,17.15740394592285,26.50733184814453,5.673120498657227,14.10303020477295,1851.1607666015625,457.0656433105469,1.313300848007202,122.24417877197266,68.16476440429688,20.32265853881836,-105.202301,11.0,0.13469513,0.04037961,0.2995628,0.10217085,0.025528664,0.24961819,-0.6375312,0.27677327,98
id_pkogsft7q6,128.0,162.0,401.0,210.0,3964.0,1421.0,521.0,15498.24414,1216.9276123046875,2061.320313,0.7781039476394653,0.8695945143699646,0.9202097654342652,0.051861823,68.0,12.777520179748535,214.0,0.75,15.0,4.875,26.0,24.46577262878418,32.22914505004883,14.331884384155272,11.455260276794434,1116.6009521484375,303.1863098144531,2.0,122.8264389038086,32.22596359,20.91540908813477,-105.4055939,8.0,0.20260598,0.052955884,0.2612448,0.18416159,0.06319939,0.34298736,-0.55982435,0.46343973,114
id_xe59lz76jd,266.0,232.0,480.0,276.0,3385.0,1837.0,738.0,15643.49219,1011.1707763671876,1420.3240966796875,0.5330919623374939,0.7738193273544312,0.8960052728652954,0.1353620588779449,553.0,27.41177749633789,238.0,-1.125,37.0,12.0,20.0,23.23438262939453,32.73125457763672,11.465590476989746,14.43159008026123,1471.64209,362.2067871,4.010343074798584,118.64191436767578,44.280059814453125,20.16660690307617,-104.8574982,12.0,0.21728659,0.058172736,0.2676004,0.20861213,0.064315006,0.30815175,-0.5856711,0.4267961,95
id_otu7hh0zoc,240.0,261.0,506.0,401.0,2646.0,2029.0,1042.0,15596.2793,716.9752197265625,651.2283325195312,0.4056587815284729,0.6713876128196716,0.8725965023040771,0.1800552457571029,1309.0,15.421730995178224,222.0,-0.75,19.0,6.375,27.0,19.33340835571289,30.71279525756836,6.776455879211426,15.588855743408203,1239.6185302734375,314.5722351074219,3.388638496398926,116.03292083740234,42.26364517211914,20.787811279296875,-104.7812347,11.0,0.27564287,0.07238858,0.26252204,0.18344697,0.06975623,0.38004565,-0.60078895,0.32139367,19
id_pziplocwh6,211.0,249.0,485.0,318.0,2786.0,1977.0,885.0,15518.34668,784.7703857421875,857.6870727539062,0.4677261114120483,0.7263898253440857,0.9125693440437316,0.1722084730863571,165.0,7.440610408782959,191.0,0.375,14.0,4.0,36.0,23.984251022338867,31.739898681640625,13.346342086791992,12.15245246887207,1250.952148,328.2199707,2.0,121.5328140258789,36.81028747558594,20.90384864807129,-105.341568,12.0,0.18879606,0.050153032,0.26550597,0.2310265,0.07654843,0.3311971,-0.60601133,0.38155136,94
id_zamzyfbt6k,307.0,365.0,699.0,717.0,3134.0,2933.0,1599.0,16624.88477,1306.387939453125,341.8533020019531,0.3518745303153991,0.5987200736999512,0.8967342376708984,0.2047215551137924,205.0,5.551268577575684,196.0,-0.75,6.0,1.625,20.0,24.53190803527832,32.66933059692383,13.344327926635742,13.412513732910156,1239.631103515625,308.0018005371094,3.3245794773101807,117.76840209960938,35.89830399,20.14995765686035,-105.0498581,3.0,0.1805152,0.046348125,0.25661254,0.044840246,0.010125143,0.22530235,-0.6150881,0.29435128,23
id_xs1925xsc5,322.0,347.0,556.0,573.0,1950.0,2373.0,1404.0,15735.3252,440.2466735839844,-152.7418365,0.3710040152072906,0.6100062727928162,0.8893634080886841,0.2067774385213852,1038.0,29.216800689697266,244.0,2.0,35.0,13.0,22.0,22.35812187194824,34.294525146484375,9.357522010803224,16.237430572509766,1001.9467163085938,283.2024841308594,2.0035359859466557,120.21426391601562,30.96653175354004,20.9553337097168,-104.5154953,9.0,0.25515643,0.074076466,0.29020414,0.23672827,0.093938746,0.39665344,-0.6203482,0.25655282,79
id_vgivb8jbi5,116.0,92.0,129.0,27.0,69.0,31.0,19.0,12963.53125,-1469.912964,133.3746795654297,-0.479998469,0.2511853873729706,0.8791503310203552,0.4139006733894348,734.0,0.0,181.0,0.0,0.0,0.0,21.0,23.48596764,35.85808181762695,10.137984275817873,16.26132583618164,1045.643310546875,298.1159973144531,1.112712025642395,122.34522247314452,31.22641372680664,21.37157249450684,-104.5657501,0.0,0.009840821,0.002097698,0.21101864,0.008422715,0.002004116,0.23514992,0.6124996,0.23999952,81
id_1iz8zk360a,190.0,256.0,526.0,454.0,2350.0,1776.0,892.0,15322.5918,426.55279541015625,596.5980224609375,0.4115393161773681,0.652437687,0.8853304982185364,0.1757963448762893,414.0,15.796113014221191,160.0,2.75,28.0,8.75,23.0,24.083202362060547,32.642364501953125,12.66394329071045,13.563892364501951,1296.382813,316.4982604980469,1.9964219331741333,121.76592254638672,38.03645706176758,20.739147186279297,-105.0984879,10.0,0.22931738,0.058668748,0.2557293,0.19911218,0.0705082,0.35393518,-0.54300606,0.33133432,95
id_dn7totxavx,213.0,212.0,433.0,343.0,2914.0,1652.0,735.0,15357.78711,701.2166137695312,1132.142333984375,0.7310382127761841,0.7839322686195374,0.847197413,0.039051693,1562.0,31.93888092041016,192.0,6.625,49.0,14.875,38.0,17.334497451782227,26.923622131347656,5.828828811645508,14.113049507141112,1490.5682373046875,352.2371826171875,3.42902946472168,114.1523895263672,54.54432297,20.26080703735352,-104.8741913,20.0,0.16766264,0.04927675,0.293729,0.12832807,0.035394754,0.27559984,-0.58465225,0.3841642,26
id_ipnvanc9l3,162.0,158.0,362.0,235.0,2893.0,1477.0,576.0,15113.62695,667.7550048828125,1264.7305908203125,0.6619407534599304,0.8246421217918396,0.8949013948440552,0.079525121,566.0,23.752206802368164,97.0,-1.0,29.0,9.75,26.0,22.21906852722168,31.984968185424805,9.645143508911133,15.06629753112793,1515.1573486328125,400.1318664550781,2.0,122.52142333984376,47.02735519,20.35242271,-105.3766861,17.0,0.20675007,0.054105833,0.2615703,0.18136533,0.051356193,0.2830083,-0.60630774,0.43886992,80
id_u41wzg7d4o,244.0,288.0,543.0,418.0,2359.0,2062.0,984.0,15501.61133,545.4586181640625,472.7669677734375,0.3791213035583496,0.6534034609794617,0.8766829967498779,0.1944748759269714,1187.0,23.56507110595703,93.0,-1.625,33.0,10.5,24.0,20.876388549804688,33.24513626098633,7.507782459259033,16.54647445678711,1038.144287109375,288.8251647949219,2.1583809852600098,119.87274932861328,33.62430953979492,21.008676528930664,-104.4701157,10.0,0.15657207,0.04142203,0.26438683,0.18805572,0.05902907,0.31372455,-0.5831094,0.35390675,94
id_6vtpoo0060,141.0,220.0,465.0,489.0,2166.0,1733.0,897.0,15192.94238,353.9476013183594,455.6039123535156,0.511828601,0.6336760520935059,0.7493022084236145,0.07883431,1457.0,19.63332176208496,179.0,5.625,22.0,7.125,38.0,17.924577713012695,27.50321388244629,6.354861736297607,14.280433654785156,1667.0657958984375,403.7006836,2.421547174453736,119.66868591308594,59.70823287963867,20.30840301513672,-105.0802536,17.0,0.15343398,0.039853748,0.25957608,0.10095449,0.027751237,0.27461657,-0.576888,0.3178707,29
id_h8o4ju6nm9,163.0,196.0,477.0,305.0,3638.0,1567.0,657.0,15565.24512,1063.2857666015625,1706.809326171875,0.7884058952331543,0.8451926112174988,0.8905519247055054,0.0327557399868965,910.0,18.44621086120605,192.0,-1.375,26.0,7.75,24.0,21.167613983154297,31.837621688842773,8.781221389770508,15.269415855407717,1159.842773,305.8414611816406,2.092862129211426,118.98504638671876,37.21449279785156,21.025848388671875,-104.8824234,18.0,0.20496042,0.051357236,0.25044927,0.17843081,0.061484467,0.34439135,-0.5332681,0.40917265,95
id_p5cu10vf60,192.0,232.0,501.0,325.0,2848.0,1909.0,829.0,15489.77246,788.0077514648438,948.6404418945312,0.5423761606216431,0.7572349905967712,0.8881888389587402,0.1291001588106155,208.0,9.896521568,149.0,5.75,11.0,5.125,23.0,24.58508301,32.38711166381836,13.904309272766112,12.53000545501709,1398.161376953125,348.1842346191406,2.0,122.1678466796875,40.426639556884766,20.914884567260746,-105.1494675,10.0,0.27292353,0.06750725,0.24725801,0.2613223,0.085340604,0.32644734,-0.58423233,0.3944485,100
id_renj3brf1k,132.0,158.0,341.0,331.0,2062.0,1479.0,736.0,14856.52832,245.1162872314453,574.9399414,0.6101030111312866,0.7336911559104919,0.8701424598693848,0.082006507,1818.0,32.652645111083984,58.0,1.0,57.0,15.25,32.0,16.109453201293945,25.70343399047852,4.814950942993164,14.04698657989502,1818.7716064453125,440.9976196289063,2.1434977054595947,120.07657623291016,69.66530609,20.364974975585938,-105.0867386,9.0,0.1572032,0.04873796,0.3098345,0.15780906,0.044386547,0.28108928,-0.6252747,0.33544016,98
id_hosy8tr7ak,167.0,203.0,488.0,309.0,2855.0,1724.0,731.0,15349.62695,719.3786621,1066.4810791015625,0.5976988673210144,0.7741702198982239,0.9008308053016664,0.1125129535794258,344.0,1.855585694313049,147.0,-0.875,2.0,0.875,24.0,24.144914627075195,32.76576232910156,12.818922996520996,13.460638999938965,1310.930419921875,320.3039551,2.0,121.18255615234376,38.39323806762695,20.790502548217773,-105.0811462,16.0,0.2994483,0.065934405,0.22011277,0.22820495,0.060955636,0.26699218,-0.5587703,0.40448064,1
id_p0kkqn9ze4,354.0,420.0,670.0,728.0,2418.0,2540.0,1601.0,16205.22266,696.1665039,1.168186902999878,0.3429892659187317,0.5843091011047363,0.8613965511322021,0.2112374007701873,916.0,15.396382331848145,215.0,-0.125,19.0,5.625,23.0,21.62164878845215,33.610877990722656,7.611209392547607,17.070205688476562,1131.4593505859375,305.4421081542969,2.0,120.63670349121094,35.781436920166016,21.17279815673828,-104.8580017,3.0,0.20950471,0.05847029,0.27895504,0.14418691,0.051719923,0.35845193,-0.5825545,0.22675681,39
id_ti2z7dsvhj,190.0,197.0,446.0,332.0,2635.0,1633.0,748.0,15229.16992,558.8597412109375,934.5529174804688,0.6282420754432678,0.764472246,0.8474889397621155,0.075164028,1046.0,19.91109848022461,112.0,-0.25,30.0,8.875,22.0,21.100238800048828,32.22443008422852,7.611530780792236,16.387813568115234,1216.432861328125,326.85601806640625,2.0,121.5974578857422,39.11367416381836,21.198406219482425,-104.9171906,16.0,0.21461768,0.061159432,0.2848365,0.21922074,0.057126686,0.26047096,-0.5709475,0.37169254,1
id_ysrgt5n1xd,167.0,153.0,372.0,253.0,2445.0,1472.0,623.0,14958.39355,424.8070983886719,927.5021973,0.687726617,0.8051167726516724,0.8975836634635925,0.071983933,606.0,18.806699752807617,144.0,0.375,34.0,9.625,25.0,22.81564140319824,32.17180252075195,10.54181957244873,14.682005882263184,1173.328125,298.51129150390625,1.999513864517212,119.7267837524414,35.75494384765625,21.17326164245605,-104.9770203,17.0,0.24243738,0.05961961,0.24581617,0.24613369,0.06459436,0.2623295,-0.59652925,0.40525058,11
id_uiqqgo2psq,185.0,184.0,406.0,255.0,3175.0,1677.0,691.0,15394.6377,894.3341674804688,1334.1824951171875,0.6333197355270386,0.8120436668395996,0.9174295663833618,0.1071073859930038,440.0,21.05864143371582,192.0,-0.375,26.0,8.875,22.0,23.516830444335938,32.689048767089844,11.949636459350586,13.871066093444824,1251.2674560546875,308.6970520019531,2.0,119.80016326904295,37.33222579956055,20.89191627502441,-104.9733963,14.0,0.21968366,0.05769073,0.2624887,0.23114969,0.08190494,0.354184,-0.6101776,0.4163851,23
id_o8ksplzg5z,108.0,134.0,462.0,243.0,3638.0,1303.0,482.0,15320.28223,978.4110717773438,1887.792236328125,0.8047794699668884,0.8730517625808716,0.9123719334602356,0.0297260470688343,177.0,30.853195190429688,192.0,-0.625,40.0,13.25,27.0,25.07064437866211,32.86323928833008,14.628569602966309,12.047599792480469,1498.254150390625,407.552002,1.0,127.61907958984376,42.72098159790039,21.476978302001957,-105.1693802,9.0,0.1558311,0.035843316,0.22986637,0.13186175,0.02974983,0.22544283,-0.47648722,0.45994395,112
id_9wnjd4yo0d,314.0,366.0,636.0,654.0,2521.0,2293.0,1543.0,16051.08398,687.4598388671875,192.1369171142578,0.2505921125411987,0.518749475,0.7782569527626038,0.1926549822092056,1094.0,7.93288517,161.0,-1.375,10.0,2.75,23.0,21.241920471191406,34.084251403808594,7.440357685089111,16.888227462768555,1211.8516845703125,343.0408630371094,2.0,123.89144897460938,38.789337158203125,21.4148063659668,-104.6732864,8.0,0.15228842,0.049591497,0.32542825,0.045400765,0.008411013,0.1848543,-0.56572205,0.19551615,74
id_wnby08l82g,508.0,640.0,1022.0,1353.0,2896.0,3624.0,2724.0,17765.98828,1258.282227,-695.168396,0.2210972160100937,0.3792481422424316,0.8625745177268982,0.1891219168901443,829.0,1.3123266696929932,182.0,-1.75,5.0,2.25,24.0,21.67072296142578,32.251487731933594,8.276259422302246,16.139741897583008,1195.945313,321.2101745605469,1.9881097078323364,122.7847137451172,37.76189804077149,21.2961540222168,-104.9265823,0.0,0.23763284,0.04334154,0.18231195,0.039493814,0.006711007,0.16949634,-0.5600516,0.14177693,100
id_vuhqshd3h7,256.0,260.0,463.0,397.0,2612.0,2029.0,1037.0,15568.72363,703.2911376953125,631.1920776367188,0.4082593321800232,0.6982777118682861,0.9172067642211914,0.1918027549982071,220.0,5.235603332519531,195.0,-2.125,11.0,2.5,24.0,24.31615829467773,32.163028717041016,13.005651473999023,13.486974716186523,997.4043579101562,272.81475830078125,1.0090028047561646,117.9967269897461,29.065771102905277,20.156347274780277,-105.3902359,9.0,0.20381495,0.05352892,0.2625061,0.19679375,0.055477567,0.28176397,-0.6284109,0.3235486,20
id_xacavxc4ge,228.0,256.0,554.0,378.0,3193.0,1857.0,819.0,15664.75195,897.8883666992188,1216.704833984375,0.6920204758644104,0.7833185195922852,0.8711888790130615,0.062918283,677.0,0.9280362129211426,182.0,-1.625,3.0,1.375,19.0,23.925220489501957,36.12296295166016,10.488906860351562,16.53156852722168,945.0255126953124,261.8553466796875,2.0,118.73078918457033,27.856178283691406,20.915224075317383,-104.4930191,20.0,0.21682385,0.061981827,0.2857308,0.1789502,0.058150176,0.3247702,-0.5404396,0.38789237,81
id_feq5bdhdyj,342.0,415.0,671.0,793.0,2237.0,2085.0,1468.0,15913.56152,358.8496094,96.82701873779295,0.2789161801338196,0.4381472170352936,0.6300688982009888,0.1105886325240135,984.0,7.608412742614746,158.0,-2.625,13.0,3.875,21.0,21.90896224975586,35.08689498901367,8.113235473632812,16.834861755371094,1186.384521484375,345.5431213378906,2.0,125.19230651855467,37.18040848,21.400209426879883,-104.6276398,3.0,0.16450559,0.05219076,0.31706554,0.100250326,0.02110974,0.21036044,-0.5130624,0.17365606,69
id_god1ain3u1,242.0,230.0,468.0,267.0,3446.0,1664.0,666.0,15553.10547,967.8829956054688,1560.3621826171875,0.7267700433731079,0.8449410796165466,0.9102121591567992,0.060224249958992,524.0,8.344947814941406,181.0,-2.5,14.0,4.375,19.0,24.83907127380371,36.22583008,12.541790962219238,15.030675888061523,993.4841309,277.9768371582031,1.0111626386642456,121.2430419921875,28.518295288085938,21.416135787963867,-104.4787903,15.0,0.23389217,0.052250348,0.22329955,0.24289098,0.065129586,0.26803294,-0.5609756,0.42832616,102
id_wfv3qwhjsf,208.0,231.0,455.0,346.0,1919.0,1889.0,882.0,15121.73926,287.8708801269531,277.315918,0.3792469799518585,0.653883159,0.868520975,0.1814435422420501,1142.0,29.908592224121094,87.0,2.75,44.0,12.75,26.0,19.84109878540039,32.59851074,6.138330459594727,16.611595153808594,1028.488525390625,263.21453857421875,5.0,110.88851928710938,34.46561050415039,20.571901321411133,-104.46241,9.0,0.22687519,0.07027179,0.3096012,0.22547482,0.069262065,0.30704698,-0.61177474,0.3634067,1
id_dcjcgthebl,136.0,114.0,309.0,194.0,2396.0,1073.0,434.0,14633.54688,239.1354522705078,1135.9996337890625,0.8088189363479614,0.8293695449829102,0.890201211,0.1309833079576492,2104.0,25.917949676513672,121.0,1.125,40.0,11.125,41.0,15.324562072753906,24.552959442138672,4.532039642333984,13.32104206085205,1460.9171142578125,340.0768737792969,3.852106809616089,110.8489990234375,57.69225311279297,20.157745361328125,-104.7052078,29.0,0.17023776,0.046641827,0.27381966,0.16830367,0.047170464,0.28010353,-0.55282193,0.4240212,19
id_uekmam2l7z,186.0,135.0,377.0,286.0,2944.0,1698.0,785.0,15329.67578,814.0814208984375,1101.8099365234375,0.7321550846099854,0.8254229426383972,0.8915953636169434,0.050201613,85.0,0.0,181.0,1.25,2.0,1.0,23.0,25.32320213317871,33.64085388183594,14.244096755981444,13.056658744812012,1594.714111328125,422.2687072753906,1.9959784746170044,128.0740509033203,45.14635086,21.24001121520996,-105.0682373,8.0,0.2506564,0.06566654,0.26187387,0.17035736,0.050442204,0.2959227,-0.6366265,0.36770034,79
id_96ifit3c01,157.0,119.0,380.0,235.0,3058.0,1410.0,587.0,15148.45508,739.0153198242188,1393.627197265625,0.7745500206947327,0.8507667779922485,0.9057082533836364,0.045206249,253.0,21.39496612548828,199.0,-2.375,32.0,9.5,24.0,24.542665481567383,32.814022064208984,13.354223251342772,13.29590892791748,1457.6524658203125,381.4728088378906,1.7000412940979004,125.52456665039062,42.19773864746094,21.25421905517578,-105.0453262,17.0,0.13248073,0.038574245,0.2909491,0.14773864,0.039536595,0.26743072,-0.57541895,0.41211817,112
id_ulr369xswx,266.0,330.0,553.0,566.0,2387.0,2225.0,1219.0,15751.14648,613.6400756835938,290.1481934,0.3471900224685669,0.6152477264404297,0.8780916929244995,0.2037460803985595,707.0,27.984254837036133,106.0,-4.5,49.0,13.625,18.0,21.40314292907715,31.647146224975582,9.270366668701172,14.972393035888672,1327.0223388671875,335.93621826171875,3.457613706588745,118.83456420898438,42.25779342651367,20.62630653381348,-104.9475937,9.0,0.18835247,0.046222877,0.24527605,0.1864586,0.06250817,0.3350592,-0.60187185,0.2921022,19
id_x4gx5q79zu,231.0,252.0,506.0,355.0,2700.0,1738.0,807.0,15385.49023,591.4475098,925.3987426757812,0.5665414929389954,0.7432906031608582,0.8521352410316467,0.095699966,1021.0,14.530159950256348,132.0,-0.625,16.0,5.625,21.0,21.402490615844727,34.34958267211914,7.450358867645264,17.005218505859375,1191.6712646484375,342.5247802734375,2.0,124.20699310302734,37.948368072509766,21.365812301635746,-104.6519623,12.0,0.2249781,0.06125381,0.27214468,0.18478201,0.054629352,0.29548225,-0.5490196,0.3658153,94
id_ubav5bfbeq,105.0,121.0,377.0,296.0,2269.0,1141.0,508.0,14692.20703,188.13275146484372,962.1197509765624,0.6902974247932434,0.7740283608436584,0.8437184691429138,0.050242249,2190.0,19.63332176208496,114.0,3.75,27.0,9.25,37.0,16.146211624145508,25.917842864990234,4.618361473083496,14.535770416259766,1410.104004,350.0990600585937,3.889612197875977,113.54798889160156,53.93156814575195,21.44976043701172,-104.9767609,25.0,0.12332958,0.03985296,0.32288012,0.098886184,0.033314183,0.33655387,-0.50329375,0.383869,19
id_mg19azstyo,397.0,508.0,746.0,915.0,1138.0,852.0,657.0,14777.18066,-1033.220703,214.8376617431641,-0.239737526,0.083051354,0.2606841623783111,0.1482685804367065,334.0,1.855585694313049,178.0,-0.375,3.0,0.625,20.0,24.19611549377441,34.74298858642578,11.847857475280762,14.956775665283203,1091.952637,274.6996154785156,2.000019788742065,117.10945892333984,31.931480407714844,21.01164054870605,-104.7736893,0.0,0.056724593,0.008445495,0.14862393,0.08542362,0.014015839,0.16388266,-0.066332914,0.12922464,41
id_sp2dcjqloo,210.0,227.0,561.0,326.0,2758.0,1469.0,632.0,15224.86328,480.8805847167969,1158.57666,0.6656364798545837,0.7714776992797852,0.8563859462738037,0.074416824,6.0,1.3123266696929932,182.0,0.5,3.0,0.75,22.0,25.68445396,33.53240966796875,15.073955535888672,11.934799194335938,1507.8106689453125,404.97406005859375,1.0,127.52931213378906,42.25398254394531,21.31325340270996,-105.2085114,0.0,0.2231154,0.057160296,0.25607684,0.17527379,0.052608393,0.29997864,-0.44729063,0.3983817,100
id_u7sqp8e8le,162.0,203.0,489.0,460.0,2723.0,2170.0,1132.0,15686.97852,889.9608764648438,568.5656738,0.4461417496204376,0.6915381550788879,0.8831015825271606,0.1635199785232544,939.0,20.30936050415039,229.0,0.5,38.0,10.75,28.0,20.962387084960938,30.77292251586914,9.088002205,14.508732795715332,1398.660888671875,346.4418029785156,2.999879837036133,119.18810272216795,45.173038482666016,20.609819412231445,-105.0735474,8.0,0.19859616,0.046554897,0.23430194,0.15201476,0.044840537,0.29478097,-0.63219255,0.31435493,95
id_ooi2mx3izb,216.0,245.0,510.0,791.0,1784.0,2107.0,1495.0,15584.78125,297.1971740722656,-300.3433838,0.2435372918844223,0.4242967367172241,0.8328652381896973,0.199164941906929,1402.0,3.3425774574279785,186.0,-0.75,4.0,1.25,30.0,19.39936828613281,32.056514739990234,5.995751381,16.90066909790039,1124.7725830078125,276.8680419921875,3.9999687671661377,110.68547821044922,38.25853348,20.77340507507324,-104.519043,5.0,0.16128767,0.04658644,0.28866172,0.07566716,0.013763724,0.18165818,-0.6102407,0.1699056,22
id_ovyj81hvot,72.0,51.0,280.0,169.0,2747.0,1264.0,539.0,14829.37695,599.2637329101562,1236.4017333984375,0.7638586759567261,0.8768073916435242,0.9478991627693176,0.0602498985826969,67.0,30.97332000732422,167.0,3.625,41.0,13.75,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.209087371826172,20.5842399597168,-105.2423248,13.0,0.14616357,0.04897395,0.33483356,0.20339815,0.063745506,0.31324857,-0.6373057,0.40210757,97
id_5aagwpoqhk,201.0,146.0,446.0,281.0,3108.0,1751.0,878.0,15486.27441,911.5180053710938,1158.2645263671875,0.6155918836593628,0.8099434971809387,0.9232581257820128,0.1016540229320526,127.0,11.074480056762695,166.0,-0.75,13.0,4.25,21.0,25.072912216186523,33.75574875,14.080068588256836,13.078659057617188,1395.430176,346.5692443847656,2.0,121.51923370361328,39.78654098510742,20.91582298278809,-104.9649506,12.0,0.23469016,0.06671246,0.28413653,0.19271523,0.060795814,0.31530607,-0.59399176,0.3320654,95
id_hnd8e60gl1,180.0,200.0,462.0,264.0,3074.0,1636.0,661.0,15353.02832,795.9324340820312,1297.775146484375,0.7531159520149231,0.844662607,0.9100328683853148,0.056734994,64.0,17.459505081176758,160.0,2.25,22.0,6.375,24.0,24.441774368286133,32.214656829833984,14.089411735534668,11.740252494812012,1181.310059,315.6478881835937,2.0,122.57145690917967,34.298919677734375,20.93902969360352,-105.3618546,9.0,0.21023688,0.048243053,0.2293609,0.20526949,0.06354462,0.3094161,-0.5595805,0.42446667,79
id_3xon0d6sjo,154.0,179.0,379.0,275.0,1978.0,1399.0,659.0,14768.5957,133.25465393066406,607.6123047,0.5108417272567749,0.7128908038139343,0.8755813241004944,0.136653259396553,786.0,22.44001579284668,119.0,0.375,46.0,12.375,23.0,22.755027770996094,32.67528533935547,10.85130214691162,14.59450912475586,1074.621582,273.20233154296875,2.000382185,116.82100677490234,32.80774688720703,20.980886459350582,-104.8626175,18.0,0.17772344,0.048285313,0.27153513,0.24231699,0.06886873,0.28409198,-0.57367826,0.35957238,98
id_nrzxef9lbd,351.0,458.0,830.0,899.0,2845.0,3098.0,2028.0,16904.38086,1162.599853515625,-150.3499756,0.2499699145555496,0.4733195006847381,0.6923390626907349,0.1802687644958496,1260.0,10.144054412841797,210.0,-0.625,13.0,4.625,22.0,19.17163848876953,31.14263153076172,6.183492660522461,15.948981285095217,1136.7452392578125,275.4134216308594,6.336375236511231,109.29991912841795,38.96944046020508,20.337629318237305,-104.8374557,0.0,0.14348029,0.04111484,0.28635436,0.059295155,0.014023591,0.23610663,-0.57739305,0.20873976,69
id_tbjr112i4n,201.0,250.0,644.0,603.0,2847.0,2178.0,1263.0,15930.89844,874.9283447265625,579.3474731445312,0.3912307918071747,0.5905284285545349,0.8430976271629333,0.1976417005062103,1389.0,9.599002838134766,189.0,-1.75,15.0,4.5,29.0,19.29483413696289,31.602636337280277,5.827207088470459,16.57766342163086,1226.400146484375,325.7280273,3.0117857456207275,119.1794204711914,41.86436462402344,21.301231384277344,-104.7055969,0.0,0.179345,0.051125977,0.2849117,0.090644464,0.026511757,0.2921584,-0.5435861,0.26591107,80
id_45zw4xf2qh,165.0,195.0,383.0,360.0,2370.0,1871.0,938.0,15269.89355,579.1239624023438,547.5385131835938,0.4268206059932709,0.7088788747787476,0.9001674056053162,0.166003019,307.0,3.931486606597901,168.0,0.0,8.0,2.0,28.0,23.76509475708008,32.24641799926758,12.104702949523926,13.805805206298828,1144.1978759765625,318.1730041503906,1.0,121.77339935302734,33.88704299926758,20.37613868713379,-105.5472488,12.0,0.2218975,0.05660536,0.25498196,0.19177301,0.06210893,0.3236981,-0.6601597,0.33214667,69
id_1i9rq12oqn,169.0,218.0,542.0,450.0,2555.0,1736.0,893.0,15373.23828,538.9166259765625,746.0825195,0.5210846662521362,0.6831647157669067,0.8348619937896729,0.1449463218450546,40.0,1.855585694313049,130.0,-0.125,3.0,0.875,24.0,25.94332695007324,34.25880813598633,14.515137672424316,13.526328086853027,1562.179931640625,412.0163879394531,2.0,126.22819519042967,43.46233749389648,21.181753158569336,-105.1217651,5.0,0.17921036,0.046809502,0.26105297,0.143841,0.040268186,0.27975482,-0.52414393,0.32065424,19
